month,hs_code,hs_desc,hhi,c3_share,supplier_count,risk_cluster,risk_cluster_label
2023-06-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1506534052768653,0.5920118042868416,75,0,lower concentration/broad supplier base
2023-07-01,853400,PRINTED CIRCUITS,0.1636198893306731,0.6033093223330226,72,0,lower concentration/broad supplier base
2023-07-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.1773067354397499,0.5865951006669876,87,0,lower concentration/broad supplier base
2023-07-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.2245725079765447,0.7736696423154069,51,1,elevated concentration
2023-07-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.17719227528884,0.6033662869003282,45,2,lower concentration/moderate breadth
2023-07-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1615716652421241,0.6028456667917246,79,0,lower concentration/broad supplier base
2023-08-01,853400,PRINTED CIRCUITS,0.1722372246046416,0.5985739250090435,72,0,lower concentration/broad supplier base
2023-08-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.1340030274511306,0.5231028216537527,88,0,lower concentration/broad supplier base
2023-08-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.2223131210029333,0.7607237801019561,51,1,elevated concentration
2023-08-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1546058718004091,0.5924986393001779,47,2,lower concentration/moderate breadth
2023-08-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1505985487877188,0.6031354963483612,83,0,lower concentration/broad supplier base
2023-09-01,853400,PRINTED CIRCUITS,0.1546247126330946,0.5690791666434813,74,0,lower concentration/broad supplier base
2023-09-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.1763890546369769,0.6188091488033216,91,0,lower concentration/broad supplier base
2023-09-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.2395783734618831,0.7481549120229906,51,1,elevated concentration
2023-09-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1658673375548308,0.5921047187028022,50,2,lower concentration/moderate breadth
2023-09-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1714006030695645,0.6241664069401915,85,0,lower concentration/broad supplier base
2023-10-01,853400,PRINTED CIRCUITS,0.166771595174839,0.6014830972112892,77,0,lower concentration/broad supplier base
2023-10-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.1622188560944847,0.6239226934044403,91,0,lower concentration/broad supplier base
2023-10-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.2194621501943203,0.6763115504319444,52,1,elevated concentration
2023-10-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1675348160170228,0.5869313501306641,53,2,lower concentration/moderate breadth
2023-10-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1520758243892042,0.5911856261376867,87,0,lower concentration/broad supplier base
2023-11-01,853400,PRINTED CIRCUITS,0.1620380711427694,0.6004403584478446,78,0,lower concentration/broad supplier base
2023-11-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.1495327306243138,0.5912469614344678,93,0,lower concentration/broad supplier base
2023-11-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.2334816875962729,0.6772050149503829,52,1,elevated concentration
2023-11-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1572043955143591,0.5781969607789421,53,2,lower concentration/moderate breadth
2023-11-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1469889861333749,0.5908033559881564,89,0,lower concentration/broad supplier base
2023-12-01,853400,PRINTED CIRCUITS,0.1653246494404574,0.6137524212302413,80,0,lower concentration/broad supplier base
2023-12-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.2350469686546031,0.6810189584470635,93,0,lower concentration/broad supplier base
2023-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.2457355303113328,0.7046876832333135,54,1,elevated concentration
2023-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1552720883271697,0.5884213659168174,54,2,lower concentration/moderate breadth
2023-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.137808483733085,0.5819144167196897,92,0,lower concentration/broad supplier base
2024-01-01,853400,PRINTED CIRCUITS,0.2176119880196106,0.7045076746579028,53,1,elevated concentration
2024-01-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.166824240992355,0.6424843646115851,54,2,lower concentration/moderate breadth
2024-01-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.2304192335127824,0.7317040350129224,27,1,elevated concentration
2024-01-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1930019073866952,0.6586635158005701,31,2,lower concentration/moderate breadth
2024-01-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1692087704880773,0.6226459823021016,51,2,lower concentration/moderate breadth
2024-02-01,853400,PRINTED CIRCUITS,0.1831872884456547,0.6463467407753772,60,2,lower concentration/moderate breadth
2024-02-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.160375962723307,0.6543707176389598,59,2,lower concentration/moderate breadth
2024-02-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.2153882280309039,0.7309101696966368,36,1,elevated concentration
2024-02-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1607048341892991,0.5906482842670121,36,2,lower concentration/moderate breadth
2024-02-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1505766358254752,0.5873703292912136,56,2,lower concentration/moderate breadth
2024-03-01,853400,PRINTED CIRCUITS,0.188676718264064,0.651367586631912,63,0,lower concentration/broad supplier base
2024-03-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.1903046271225897,0.702477841341205,66,0,lower concentration/broad supplier base
2024-03-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.2258067128133406,0.7184838595330528,41,1,elevated concentration
2024-03-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.2263444184221152,0.7042256462302291,37,1,elevated concentration
2024-03-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1447468729777732,0.600760049123909,61,2,lower concentration/moderate breadth
2024-04-01,853400,PRINTED CIRCUITS,0.196819963845712,0.6644770725604433,72,0,lower concentration/broad supplier base
2024-04-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.1959663284768073,0.6940563262122469,68,0,lower concentration/broad supplier base
2024-04-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.2494250753366871,0.774157417110392,44,1,elevated concentration
2024-04-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1939592787327011,0.6609173796231959,40,2,lower concentration/moderate breadth
2024-04-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1620689324201355,0.568496841891401,64,2,lower concentration/moderate breadth
2024-05-01,853400,PRINTED CIRCUITS,0.1826360387332113,0.6442857105610404,74,0,lower concentration/broad supplier base
2024-05-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.1814274369409564,0.6825157173799636,71,0,lower concentration/broad supplier base
2024-05-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.2438743574304125,0.7653047581273541,44,1,elevated concentration
2024-05-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1623517781003949,0.5784284281368806,41,2,lower concentration/moderate breadth
2024-05-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1420736732163224,0.5831916693190278,67,2,lower concentration/moderate breadth
2024-06-01,853400,PRINTED CIRCUITS,0.2084069050542218,0.6848572967819292,78,0,lower concentration/broad supplier base
2024-06-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.1715193832078353,0.6751355653050536,74,0,lower concentration/broad supplier base
2024-06-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.2290923278374136,0.7283622860424419,46,1,elevated concentration
2024-06-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1800107649056812,0.6402131462591368,43,2,lower concentration/moderate breadth
2024-06-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1459172059466862,0.5967984876538553,71,0,lower concentration/broad supplier base
2024-07-01,853400,PRINTED CIRCUITS,0.2113442198292904,0.6946686856775549,81,0,lower concentration/broad supplier base
2024-07-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.216318455009329,0.7181417934999126,77,0,lower concentration/broad supplier base
2024-07-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.228933798179923,0.7090419054510223,48,1,elevated concentration
2024-07-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1853357037217039,0.6424041673101675,46,2,lower concentration/moderate breadth
2024-07-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.165216924761244,0.6244210804134798,74,0,lower concentration/broad supplier base
2024-08-01,853400,PRINTED CIRCUITS,0.192695184035157,0.67469607432324,85,0,lower concentration/broad supplier base
2024-08-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.2262717251745195,0.7381330464246452,78,0,lower concentration/broad supplier base
2024-08-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.2378923225537665,0.7781859027164235,50,1,elevated concentration
2024-08-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1429907320693528,0.5718665460679713,48,2,lower concentration/moderate breadth
2024-08-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1376680264764503,0.5732216163095027,78,0,lower concentration/broad supplier base
2024-09-01,853400,PRINTED CIRCUITS,0.1622589662122537,0.599813416670296,85,0,lower concentration/broad supplier base
2024-09-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.1969338659181766,0.7268194637163903,80,0,lower concentration/broad supplier base
2024-09-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.2217129687122375,0.7739738471954107,50,1,elevated concentration
2024-09-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1300828647495138,0.5110244002827693,48,2,lower concentration/moderate breadth
2024-09-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1570302673247287,0.6299633751975091,81,0,lower concentration/broad supplier base
2024-10-01,853400,PRINTED CIRCUITS,0.1845259677501553,0.6438793045648362,88,0,lower concentration/broad supplier base
2024-10-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.226861823730479,0.7271341254048976,82,0,lower concentration/broad supplier base
2024-10-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.1955814123239451,0.6906694223822418,50,1,elevated concentration
2024-10-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.146376379627164,0.5591180822354493,49,2,lower concentration/moderate breadth
2024-10-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1823676304423959,0.6453696635197101,84,0,lower concentration/broad supplier base
2024-11-01,853400,PRINTED CIRCUITS,0.195649662229011,0.6718291848185676,89,0,lower concentration/broad supplier base
2024-11-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.1860999590846229,0.6790025406051244,84,0,lower concentration/broad supplier base
2024-11-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.2242773113427439,0.7346146717904194,52,1,elevated concentration
2024-11-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1256569415141737,0.5106075877641736,50,2,lower concentration/moderate breadth
2024-11-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1301110292288585,0.5425406183764033,86,0,lower concentration/broad supplier base
2024-12-01,853400,PRINTED CIRCUITS,0.2042172954369798,0.6717238427835965,90,0,lower concentration/broad supplier base
2024-12-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.1948407128120109,0.7203046175039444,87,0,lower concentration/broad supplier base
2024-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.1889893266369597,0.6695287138865691,54,2,lower concentration/moderate breadth
2024-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1566821466975621,0.5795663666908802,52,2,lower concentration/moderate breadth
2024-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1535741484639354,0.5749692111134925,89,0,lower concentration/broad supplier base
2025-01-01,853400,PRINTED CIRCUITS,0.2163128566852618,0.6987889610878714,49,1,elevated concentration
2025-01-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.2065027556942902,0.7017908439001266,56,1,elevated concentration
2025-01-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.1706486484146316,0.6297917954979807,30,2,lower concentration/moderate breadth
2025-01-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1651255972561598,0.6009043986222468,32,2,lower concentration/moderate breadth
2025-01-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1340134866673816,0.5603394607938514,52,2,lower concentration/moderate breadth
2025-02-01,853400,PRINTED CIRCUITS,0.2459966902753383,0.7032016179128865,56,1,elevated concentration
2025-02-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.2005095142064101,0.7365556817764184,59,1,elevated concentration
2025-02-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.1918804201195832,0.6512526496291604,35,2,lower concentration/moderate breadth
2025-02-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1560654467049022,0.5939955828176205,36,2,lower concentration/moderate breadth
2025-02-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1395037382565491,0.5727618330509727,60,2,lower concentration/moderate breadth
2025-03-01,853400,PRINTED CIRCUITS,0.3190658453866654,0.7603535173931516,58,1,elevated concentration
2025-03-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.2207077864245583,0.7451642660939386,64,1,elevated concentration
2025-03-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.1929875855292736,0.6947360514441492,40,1,elevated concentration
2025-03-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1485134634956056,0.5724407654057317,36,2,lower concentration/moderate breadth
2025-03-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1488036972605895,0.5759256521233433,63,2,lower concentration/moderate breadth
2025-04-01,853400,PRINTED CIRCUITS,0.2322928757380199,0.7097305896296645,62,1,elevated concentration
2025-04-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.2155609504780303,0.7264523177342197,68,1,elevated concentration
2025-04-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.1937594963680107,0.6925748778104122,41,1,elevated concentration
2025-04-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.142699190963969,0.5783038076634865,39,2,lower concentration/moderate breadth
2025-04-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1595313590635179,0.6076540816688372,67,0,lower concentration/broad supplier base
2025-05-01,853400,PRINTED CIRCUITS,0.1980668238864676,0.66128576068944,66,0,lower concentration/broad supplier base
2025-05-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.2271936717178427,0.7301977885109152,73,1,elevated concentration
2025-05-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.2745106704963501,0.7626241813028097,43,1,elevated concentration
2025-05-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1376717060743642,0.5529098707412212,43,2,lower concentration/moderate breadth
2025-05-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1355562937618292,0.5395867832467582,70,2,lower concentration/moderate breadth
2025-06-01,853400,PRINTED CIRCUITS,0.2362457898633862,0.7262591711836615,67,1,elevated concentration
2025-06-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.2156787783816492,0.7118884484743566,77,0,lower concentration/broad supplier base
2025-06-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.3823474618550235,0.858478614685001,43,3,highest concentration/dominant suppliers
2025-06-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1329141197985298,0.5390398051313611,46,2,lower concentration/moderate breadth
2025-06-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1264308796458832,0.5551619256188796,73,0,lower concentration/broad supplier base
2025-07-01,853400,PRINTED CIRCUITS,0.1753451760616592,0.6492870830875122,70,0,lower concentration/broad supplier base
2025-07-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.2090106078637388,0.7294506137486035,78,0,lower concentration/broad supplier base
2025-07-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.2645850281753726,0.7695317860568837,45,1,elevated concentration
2025-07-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1325386392901038,0.5432488817124103,46,2,lower concentration/moderate breadth
2025-07-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1160510998219423,0.4787236330462017,76,2,lower concentration/moderate breadth
2025-08-01,853400,PRINTED CIRCUITS,0.1824598040987641,0.6400353790295179,70,0,lower concentration/broad supplier base
2025-08-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.2033216159462651,0.7070387316621625,80,0,lower concentration/broad supplier base
2025-08-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.3016207780074653,0.7568285684225561,47,1,elevated concentration
2025-08-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1294112834887173,0.5476432541727635,46,2,lower concentration/moderate breadth
2025-08-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1472304176115057,0.5437674208364003,78,0,lower concentration/broad supplier base
2025-09-01,853400,PRINTED CIRCUITS,0.1843026454657679,0.647615831763321,71,0,lower concentration/broad supplier base
2025-09-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.1873463428004711,0.6895593740888876,81,0,lower concentration/broad supplier base
2025-09-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.2441446093390493,0.7823626200382121,47,1,elevated concentration
2025-09-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1400335475655157,0.5769458409095891,46,2,lower concentration/moderate breadth
2025-09-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1764219858619805,0.5846227569397652,78,0,lower concentration/broad supplier base
2025-10-01,853400,PRINTED CIRCUITS,0.1928594950592611,0.6534691062595748,71,0,lower concentration/broad supplier base
2025-10-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.2127224391747119,0.7495890153771343,81,0,lower concentration/broad supplier base
2025-10-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.2355201317315166,0.7513107772340338,48,1,elevated concentration
2025-10-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1258890934403515,0.5251635030862889,46,2,lower concentration/moderate breadth
2025-10-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1655262274946822,0.5928317626310327,79,0,lower concentration/broad supplier base
2025-11-01,853400,PRINTED CIRCUITS,0.1754421019413355,0.6403484176549372,73,0,lower concentration/broad supplier base
2025-11-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.2195290446780397,0.7447937007391249,83,0,lower concentration/broad supplier base
2025-11-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.3013691004369343,0.8235159130398009,49,1,elevated concentration
2025-11-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1417585523642499,0.5851014794666923,47,2,lower concentration/moderate breadth
2025-11-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1666909558939056,0.5888704762573628,82,0,lower concentration/broad supplier base
2025-12-01,853400,PRINTED CIRCUITS,0.1837279591426865,0.6423273135638654,76,0,lower concentration/broad supplier base
2025-12-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.2385927540196308,0.765114852341366,84,0,lower concentration/broad supplier base
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.2669914892464015,0.8360994748285063,51,1,elevated concentration
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.145289214909303,0.5559752163185887,48,2,lower concentration/moderate breadth
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1634417712080473,0.5838090285909744,83,0,lower concentration/broad supplier base
