month,hs_code,hs_desc,country,import_value,country_share,country_share_pct
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",UNITED KINGDOM,374337,0.0012074012334150456,0.12074012334150457
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",SPAIN,84006,0.00027095624534647744,0.027095624534647745
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",AUSTRIA,74507,0.00024031779839570977,0.02403177983957098
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",INDONESIA,70246,0.00022657420196901,0.022657420196901
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",COSTA RICA,69098,0.00022287139776862246,0.022287139776862246
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",CANADA,67964,0.00021921374971702013,0.021921374971702014
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",MEXICO,56428,0.00018200508311800383,0.01820050831180038
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",BRAZIL,51973,0.00016763575148670895,0.016763575148670894
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",GREECE,34905,0.00011258395523913524,0.011258395523913525
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",SWITZERLAND,26386,8.510643870333254e-05,0.008510643870333253
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",NETHERLANDS,12643,4.077922779224715e-05,0.0040779227792247155
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",ITALY,10130,3.267369908530125e-05,0.003267369908530125
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",ISRAEL,8865,2.859351849863727e-05,0.002859351849863727
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",HUNGARY,6044,1.9494554518416655e-05,0.0019494554518416655
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",NEW ZEALAND,4472,1.4424164097676917e-05,0.0014424164097676918
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",CZECH REPUBLIC,4220,1.3611353419543065e-05,0.0013611353419543065
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",NORWAY,4061,1.3098508586910993e-05,0.0013098508586910993
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",MALTA,2302,7.424961035968753e-06,0.0007424961035968753
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",ROMANIA,2237,7.215307488037403e-06,0.0007215307488037402
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",AUSTRALIA,2139,6.899214446540904e-06,0.0006899214446540905
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",UNITED ARAB EMIRATES,0,0.0,0.0
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",INDIA,0,0.0,0.0
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",HONG KONG,0,0.0,0.0
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",SWEDEN,0,0.0,0.0
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",FINLAND,0,0.0,0.0
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",DENMARK,0,0.0,0.0
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",IRELAND,0,0.0,0.0
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",BELGIUM,0,0.0,0.0
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",MOROCCO,0,0.0,0.0
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",MALI,0,0.0,0.0
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",CHAD,0,0.0,0.0
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",SLOVAKIA,0,0.0,0.0
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",ESTONIA,0,0.0,0.0
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",POLAND,0,0.0,0.0
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",PORTUGAL,0,0.0,0.0
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",SLOVENIA,0,0.0,0.0
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",TURKEY,0,0.0,0.0
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",SAUDI ARABIA,0,0.0,0.0
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",PANAMA,0,0.0,0.0
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",NAMIBIA,0,0.0,0.0
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",TAIWAN,16017642,0.2888342735834182,28.88342735834182
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",MALAYSIA,9086761,0.1638548303589963,16.385483035899632
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",PHILIPPINES,5727852,0.10328611237617429,10.328611237617428
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",GERMANY,4804740,0.08664031744854783,8.664031744854784
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",THAILAND,4791608,0.086403517819695,8.6403517819695
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",JAPAN,3056957,0.05512384122898647,5.512384122898647
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS","KOREA, SOUTH",2570162,0.046345827573228644,4.634582757322865
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",CHINA,2272875,0.04098507130892996,4.098507130892997
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",SINGAPORE,1741699,0.03140676795410747,3.140676795410747
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",MEXICO,1603530,0.02891526872177681,2.891526872177681
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",BRAZIL,970785,0.01750544682423784,1.7505446824237838
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",CANADA,741028,0.013362409029055163,1.3362409029055162
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",UNITED KINGDOM,458389,0.008265789298676388,0.8265789298676388
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",FRANCE,384211,0.006928192369873086,0.6928192369873086
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",AUSTRIA,331789,0.005982905273945361,0.5982905273945361
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",ITALY,282019,0.005085439729625747,0.5085439729625747
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",SWITZERLAND,205490,0.0037054489592573364,0.37054489592573364
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",CZECH REPUBLIC,139596,0.0025172312663218994,0.25172312663218993
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",NETHERLANDS,90405,0.0016302064001248698,0.16302064001248698
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",IRELAND,25320,0.00045657680494620543,0.045657680494620545
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",HONG KONG,24712,0.0004456131913045272,0.04456131913045272
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",DENMARK,22255,0.00040130793025583737,0.040130793025583734
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",POLAND,15498,0.00027946395430712055,0.027946395430712055
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",INDIA,14323,0.0002582760496542062,0.02582760496542062
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",AUSTRALIA,12609,0.00022736875724986983,0.022736875724986984
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",LATVIA,10205,0.00018401920594297104,0.018401920594297103
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",MOROCCO,9786,0.00017646368930503817,0.01764636893050382
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",ISRAEL,8616,0.0001553659459485192,0.01553659459485192
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",SPAIN,6933,0.00012501765358183421,0.012501765358183422
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",SLOVENIA,6275,0.00011315242697620217,0.011315242697620218
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",PORTUGAL,5671,0.00010226094237164025,0.010226094237164024
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",HUNGARY,5000,9.016129639538022e-05,0.009016129639538023
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",SWEDEN,3476,6.268013325406833e-05,0.006268013325406833
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",FINLAND,3461,6.240964936488218e-05,0.0062409649364882185
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",GABON,2395,4.3187260973387125e-05,0.004318726097338713
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",COSTA RICA,2095,3.777758318966431e-05,0.0037777583189664314
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",VIETNAM,0,0.0,0.0
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",INDONESIA,0,0.0,0.0
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",NEW ZEALAND,0,0.0,0.0
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",TRINIDAD AND TOBAGO,0,0.0,0.0
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",NORWAY,0,0.0,0.0
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",BELGIUM,0,0.0,0.0
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",CAMEROON,0,0.0,0.0
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",RWANDA,0,0.0,0.0
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",MALTA,0,0.0,0.0
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",BULGARIA,0,0.0,0.0
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",TURKEY,0,0.0,0.0
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",SOUTH AFRICA,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",TAIWAN,208443016,0.3345611112956471,33.45611112956471
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",MALAYSIA,98489075,0.15807972372881196,15.807972372881196
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI","KOREA, SOUTH",56800903,0.09116819356651534,9.116819356651535
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",THAILAND,46674093,0.07491417425468638,7.491417425468638
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",PHILIPPINES,35256962,0.05658912739790908,5.658912739790908
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",FRANCE,34975109,0.05613673971559876,5.613673971559876
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",JAPAN,25635619,0.04114640704196971,4.114640704196971
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",CHINA,25518261,0.04095804178199173,4.095804178199173
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",GERMANY,23341379,0.037464040999161514,3.7464040999161514
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",SINGAPORE,15497397,0.024874070918786875,2.4874070918786875
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",MEXICO,13952128,0.022393839516403436,2.2393839516403435
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",NETHERLANDS,6216841,0.009978330162466763,0.9978330162466763
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",ITALY,6195277,0.009943718900634035,0.9943718900634035
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",UNITED KINGDOM,3761769,0.006037820989298654,0.6037820989298653
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",VIETNAM,3243321,0.0052056869012512726,0.5205686901251273
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",AUSTRIA,3104499,0.004982870884271916,0.49828708842719155
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",COSTA RICA,2761779,0.00443278872626263,0.443278872626263
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",ISRAEL,2607840,0.004185709193927804,0.41857091939278035
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",SWITZERLAND,1971161,0.003163808638724739,0.3163808638724739
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",CZECH REPUBLIC,1328183,0.002131797884194817,0.2131797884194817
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",CANADA,1092299,0.0017531926678086638,0.17531926678086637
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",INDIA,1032215,0.0016567549449391786,0.16567549449391786
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",IRELAND,741711,0.001190481989668609,0.11904819896686089
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",HUNGARY,589783,0.0009466302094922702,0.09466302094922702
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",BELGIUM,550412,0.0008834378523407074,0.08834378523407074
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",NORWAY,494909,0.0007943528557954535,0.07943528557954535
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",HONG KONG,388192,0.0006230669149216294,0.06230669149216294
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",GREECE,359760,0.0005774321812716526,0.05774321812716526
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",SWEDEN,229760,0.000368775900514162,0.0368775900514162
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",AUSTRALIA,229200,0.0003678770734585913,0.03678770734585913
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",PORTUGAL,220329,0.0003536386898693628,0.035363868986936275
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",ROMANIA,185647,0.0002979724042598913,0.029797240425989132
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",BRAZIL,175519,0.0002817164749405693,0.02817164749405693
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",INDONESIA,167001,0.0002680446734060131,0.02680446734060131
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",TURKEY,147420,0.00023661622237899444,0.023661622237899443
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",CAMBODIA,119812,0.00019230404853935748,0.019230404853935748
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",SRI LANKA,116352,0.0001867505813745812,0.01867505813745812
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",MOROCCO,109548,0.00017582983264939685,0.017582983264939685
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",DENMARK,93962,0.0001508135496348872,0.015081354963488721
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",POLAND,58571,9.400928477113067e-05,0.009400928477113067
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",NAMIBIA,40800,6.548597119158169e-05,0.006548597119158169
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",MALTA,24048,3.8598201843508736e-05,0.0038598201843508735
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",SLOVENIA,20740,3.3288702022387356e-05,0.0033288702022387356
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",SPAIN,19789,3.1762301076230636e-05,0.0031762301076230636
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",SLOVAKIA,13644,2.1899279189655405e-05,0.0021899279189655403
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",BULGARIA,12692,2.0371273195185165e-05,0.0020371273195185164
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",FINLAND,12126,1.9462815849733323e-05,0.0019462815849733322
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",UKRAINE,8863,1.4225543202720306e-05,0.0014225543202720306
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",ESTONIA,4489,7.205061879387505e-06,0.0007205061879387505
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",UNITED ARAB EMIRATES,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",AFGHANISTAN,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",PAKISTAN,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",BURMA,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",MACAU,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",NEW ZEALAND,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",FRENCH POLYNESIA,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",ST KITTS AND NEVIS,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",COLOMBIA,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",ICELAND,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",ANDORRA,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",NAURU,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",TUNISIA,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",MALI,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",SIERRA LEONE,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",ST HELENA,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",LATVIA,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",LITHUANIA,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",AZERBAIJAN,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",KYRGYZSTAN,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",UZBEKISTAN,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",CROATIA,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",BOSNIA AND HERZEGOVINA,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",SERBIA,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",MONTENEGRO,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",CYPRUS,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",LEBANON,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",TURKS AND CAICOS ISLANDS,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",HAITI,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",TANZANIA,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",SOUTH AFRICA,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",ESWATINI,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",ZIMBABWE,0,0.0,0.0
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",MALAWI,0,0.0,0.0
